id,Name,ext_name,force,Legion,belong,location,identity,loyalty,Merit,command,battlebility,intelligence,politics,charm,five_circles,spearman,Halberd,crossbowmen,cavalry,weapon,Navy,Strong_ID,icon,gender,phase,stunt,stunt_combo,Stunt_description,power_level_1,Level_2,Level_3,Level_4,Level_5,Level_6,debut_year,birth_year,death_year
130,英布,,项梁,项梁,下邳,下邳,一般,120,2000,80,97,46,22,54,299,精,精,初,精,初,极,1,1311,男,84,掎角,18-掎角,施展齐攻时，有50％的機率让对方陷入混乱,,,,,,,150,130,229
131,彭越,仲,项梁,项梁,下邳,下邳,一般,120,2000,89,81,67,34,66,337,极,精,熟,精,初,熟,1,1312,男,81,游侠,126-游侠,对兵力远多于己方的敌方部队施展战法成功时会心一击,,,,,,,150,130,229
132,韩信,,刘邦,刘邦,成都,成都,一般,120,2000,116,74,88,43,60,381,神,圣,极,极,精,精,0,1313,男,80,兵仙,122-兵仙,对统率较低的部队施展战法必成功,,,,,,,150,130,229
133,龙且,,项梁,项梁,下邳,下邳,一般,120,2000,81,98,48,30,49,306,熟,精,熟,极,熟,熟,1,1314,男,99,疾驰,49-疾驰,对攻击力比自部队低的敌方部队施展骑兵战法成功时，必使其陷入混乱,,,,,,,150,130,229
134,钟离昧,,项梁,项梁,下邳,下邳,一般,120,2000,73,85,56,41,55,310,精,精,精,熟,初,熟,1,1315,男,96,乱战,15-乱战,於森林中攻击时施展会心一击,,,,,,,150,130,229
135,季布,,项梁,项梁,下邳,下邳,一般,120,2000,71,82,63,59,83,358,熟,熟,熟,精,熟,初,3,1316,男,94,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,150,130,229
136,姜维,伯约,,,永安,永安,未发现,0,0,81,78,76,57,60,352,精,熟,精,精,熟,初,0,451,男,70,反计,68-反计,若识破部队计略，就可对其施展同样的计略,,,,,,,150,130,229
137,陈平,,刘邦,刘邦,成都,成都,一般,120,2000,49,48,110,88,56,351,初,初,初,初,初,初,0,1317,男,79,倾国,69-倾国,对没有女性的部队施战部队计略成功率增为２倍,,,,,,,150,130,229
138,蒯彻,,,,下邳,下邳,未发现,0,0,36,41,92,76,48,293,初,初,初,初,初,初,1,1318,男,86,言毒,54-言毒,对智力比自己低的敌方部队施展部队计略「伪报」时，必定会成功,,,,,,,150,130,229
139,李左车,,,,下邳,下邳,未发现,0,0,78,56,89,60,59,342,熟,熟,熟,精,精,初,1,1319,男,82,料敌,132-料敌,敌方部队所施展部队计略成功的几率大幅降低,,,,,,,180,160,259
140,刘备,玄德,刘备,刘备,永安,永安,君主,120,2000,79,77,74,80,108,418,熟,精,熟,熟,初,熟,0,36,男,75,遁走,1-遁走,於陆上时不考虑ＺＯＣ,,,,,,,225,205,304
141,刘彻,,刘邦,刘邦,成都,成都,一般,120,2000,68,72,84,112,78,414,熟,熟,熟,熟,熟,熟,0,1321,男,75,威压,95-威压,所属都市的领内不容易出现盗贼或異族的根据地,,,,,,,195,175,274
142,张良,子房,刘邦,刘邦,成都,成都,一般,120,2000,62,18,120,89,84,373,初,熟,熟,初,熟,初,0,1322,男,75,神算,63-神算,对智力比自己低的敌方部队施展计略必会成功；於全计略有所優势,,,,,,,150,130,229
143,萧何,,刘邦,刘邦,成都,成都,一般,120,2000,43,31,87,113,79,353,初,初,初,初,初,初,0,1907,男,75,后勤,141-后勤,所属据点的军队耗费军粮由据点供给一半,,,,,,,150,130,229
144,许褚,仲康,曹操,曹操,许昌,许昌,一般,120,2000,58,96,28,28,39,249,精,熟,初,熟,初,初,1,12,男,25,金刚,28-金刚,在敌方攻击力微弱时被攻击的话，有50％的機率不会受到损伤,,,,,,,150,130,229
145,曹参,敬伯,刘邦,刘邦,成都,成都,一般,120,2000,84,80,71,92,72,399,精,极,熟,初,极,初,0,1324,男,74,特技151,,,,,,,,,150,130,229
146,樊哙,,刘邦,刘邦,成都,成都,一般,120,2000,77,96,31,37,40,281,精,精,初,初,精,初,0,1325,男,75,护卫,52-护卫,同部队的武将不会战死、负伤,,,,,,,150,130,229
147,灌婴,,刘邦,刘邦,成都,成都,一般,120,2000,80,86,46,50,53,315,熟,熟,熟,极,熟,初,0,1326,男,74,骑将,37-骑将,对武力比自己低的敌方部队施展骑兵战法成功时会心一击,,,,,,,150,130,229
148,夏侯婴,,刘邦,刘邦,成都,成都,一般,120,2000,74,82,58,43,75,332,熟,精,熟,熟,熟,初,0,1327,男,74,特技255,,,,,,,,,150,130,229
149,周勃,,刘邦,刘邦,成都,成都,一般,120,2000,81,83,59,53,57,333,熟,精,熟,精,极,熟,0,1329,男,74,攻城,17-攻城,攻击据点、设施、建築物时施展会心一击,,,,,,,150,130,229
150,孙坚,文台,孙坚,孙坚,长沙,长沙,君主,120,2000,82,86,67,64,70,369,极,精,初,精,初,极,0,62,男,125,强袭,14-强袭,於水上攻击时，有50％的機率不会受到损伤,,,,,,,225,205,304
151,周亚夫,,刘邦,刘邦,成都,成都,一般,120,2000,94,71,64,39,50,318,精,极,极,精,精,熟,0,1331,男,74,治军,130-治军,物理攻击眩晕效果免疫,,,,,,,165,145,244
152,张苍,,刘邦,刘邦,成都,成都,一般,120,2000,61,67,82,76,56,342,熟,熟,初,初,精,初,0,1332,男,71,特技255,,,,,,,,,150,130,229
153,贾谊,,刘邦,刘邦,成都,成都,一般,120,2000,14,17,79,84,65,259,初,初,初,初,初,初,3,2020,男,79,规律,72-规律,可防止遭受部队计略「伪报」,,,,,,,150,130,229
154,袁盎,丝,刘邦,刘邦,成都,成都,一般,120,2000,60,57,78,75,82,352,熟,初,初,初,熟,初,3,1334,男,79,特技255,,,,,,,,,150,130,229
155,晁错,,刘邦,刘邦,成都,成都,一般,120,2000,50,43,80,91,29,293,初,熟,熟,初,初,初,0,1335,男,74,秘计,59-秘计,对智力比自己高的敌方部队施展部队计略成功时会心一击,,,,,,,150,130,229
156,汲黯,长孺,,,成都,成都,未发现,0,0,20,12,74,82,49,237,初,初,初,初,初,初,0,1336,男,77,循史,137-循史,增加建设内政设施的速度,,,,,,,150,130,229
157,主父偃,,,,成都,成都,未发现,0,0,29,23,72,85,46,255,初,初,初,初,初,初,0,1337,男,71,言毒,54-言毒,对智力比自己低的敌方部队施展部队计略「伪报」时，必定会成功,,,,,,,150,130,229
158,桑弘羊,,,,成都,成都,未发现,0,0,18,26,77,95,35,251,初,初,初,初,初,初,0,1338,男,72,徵税,89-徵税,每回合所属都市都会有资金收入（一次收入将减半）,,,,,,,150,130,229
159,董仲舒,,,,成都,成都,未发现,0,0,16,20,75,86,89,286,初,初,初,初,初,初,3,1339,男,76,指导,84-指导,研究技巧时的费用减半,,,,,,,150,130,229
160,东方朔,曼倩,,,成都,成都,未发现,0,0,47,63,87,71,58,326,初,初,初,初,初,初,3,1340,男,76,特技255,,,,,,,,,150,130,229
161,司马相如,长卿,,,成都,成都,未发现,0,0,26,64,81,69,78,318,初,初,初,初,初,初,3,1341,男,77,诗想,76-诗想,军乐台的回復气力效果增为２倍,,,,,,,150,130,229
162,卫青,仲卿,刘邦,刘邦,成都,成都,一般,120,2000,106,84,69,53,73,385,神,极,精,神,熟,熟,0,1342,男,75,驱逐,23-驱逐,对武力比自己低的敌方部队施展一般攻击时会成为会心一击,,,,,,,150,131,229
163,刘基,伯温,朱元璋,朱元璋,建业,建业,一般,120,2000,53,45,113,85,77,373,熟,熟,初,初,初,熟,0,1392,男,90,倾国,69-倾国,对没有女性的部队施战部队计略成功率增为２倍,,,,,,,150,130,229
164,霍去病,,刘邦,刘邦,成都,成都,一般,120,2000,107,87,52,16,31,293,极,精,极,圣,初,初,0,1343,男,75,骑神,45-骑神,骑兵战法成功时施展会心一击,,,,,,,165,145,244
165,杨朱,子居,,,邺,邺,未发现,0,0,12,39,80,71,52,254,初,初,初,初,初,初,3,1292,男,24,特技255,,,,,,,,,150,130,229
166,霍光,子孟,刘邦,刘邦,成都,成都,一般,120,2000,46,39,72,90,83,330,初,熟,初,初,初,初,3,1344,男,75,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,165,146,244
167,金日磾,翁叔,,,成都,成都,未发现,0,0,55,73,64,72,74,338,初,熟,熟,精,初,初,3,1345,男,72,繁殖,81-繁殖,增加生产军马之兵装时的产量,,,,,,,150,130,229
168,司马迁,子长,刘邦,刘邦,成都,成都,一般,120,2000,31,9,73,80,76,269,初,初,初,初,初,初,3,1346,男,76,明镜,74-明镜,可防止遭受部队计略的「伪报、擾乱」,,,,,,,150,130,229
169,张骞,子文,,,成都,成都,未发现,0,0,65,74,72,66,83,360,熟,熟,初,熟,熟,初,0,1347,男,73,特技153,,,,,,,,,150,130,229
170,李广,,刘邦,刘邦,成都,成都,一般,120,2000,76,98,61,25,90,350,精,熟,极,极,初,初,0,1348,男,71,飞将,0-飞将,於陆上时不考虑ＺＯＣ、对武力低的敌部队施展战法成功时会心一击,,,,,,,195,175,274
171,李陵,少卿,刘邦,刘邦,成都,成都,一般,120,2000,86,82,57,37,82,344,精,极,极,熟,精,初,0,1349,男,70,神臂,129-神臂,使弩兵的射程增加１区格,,,,,,,225,205,304
172,苏武,子卿,,,成都,成都,未发现,0,0,44,63,70,73,85,335,初,初,初,熟,初,初,0,1350,男,74,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,150,130,229
173,赵充国,翁孙,刘邦,刘邦,成都,成都,一般,120,2000,87,80,77,71,77,392,精,精,精,极,熟,初,0,1351,男,77,屯田,78-屯田,所属於关所、港口时，士兵不会消费兵粮,,,,,,,150,130,229
174,冯奉世,子明,刘邦,刘邦,成都,成都,一般,120,2000,85,79,73,65,68,370,精,熟,熟,精,极,初,0,1352,男,77,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,150,130,229
175,陈汤,子公,,,成都,成都,未发现,0,0,83,76,86,62,33,340,熟,精,极,精,极,初,0,1353,男,78,长驱,3-长驱,增加骑兵部队的移动力,,,,,,,150,130,229
176,丙吉,少卿,刘邦,刘邦,成都,成都,一般,120,2000,23,56,75,93,78,325,初,初,初,初,初,初,3,1354,男,76,仁政,96-仁政,所属相同的武将之每个月的忠诚不会下降,,,,,,,150,130,229
177,萧望之,长倩,,,成都,成都,未发现,0,0,21,22,78,83,74,278,初,初,初,初,初,初,3,1355,男,71,特技255,,,,,,,,,150,130,229
178,魏相,弱翁,刘邦,刘邦,成都,成都,一般,120,2000,47,37,79,94,66,323,初,初,初,初,初,初,3,1356,男,76,能吏,80-能吏,增加生产枪、戟、弩之兵装时的产量,,,,,,,150,130,229
179,李善长,百室,朱元璋,朱元璋,建业,建业,一般,120,2000,42,41,86,90,61,320,初,初,初,初,初,熟,0,2023,男,89,能吏,80-能吏,增加生产枪、戟、弩之兵装时的产量,,,,,,,150,130,229
180,拓跋珪,,拓跋珪,拓跋珪,蓟,蓟,君主,120,2000,88,79,66,72,61,366,精,熟,精,极,熟,初,1,1495,男,145,强行,2-强行,增加兵器、输送部队以外的陆上部队之移动力,,,,,,,165,145,244
181,宋濂,景濂,朱元璋,朱元璋,建业,建业,一般,120,2000,19,38,78,86,90,311,初,初,初,初,初,初,0,1725,男,89,精妙,20-精妙,击破敌方部队时所获得的技巧点数增为２倍,,,,,,,150,130,229
182,徐达,天德,朱元璋,朱元璋,建业,建业,一般,120,2000,102,84,77,66,83,412,极,神,熟,精,极,极,0,1393,男,91,攻心,22-攻心,攻击时可将敌方部队的一部分士兵吸收到自军部队中,,,,,,,150,130,229
183,郦商,,刘邦,刘邦,成都,成都,一般,120,2000,75,81,42,40,59,297,精,精,初,精,熟,初,0,1328,男,73,特技255,,,,,,,,,150,130,229
184,曹操,孟德,曹操,曹操,许昌,许昌,君主,120,2000,101,75,91,94,90,451,极,神,精,精,精,初,0,60,男,25,虚实,57-虚实,对智力比自己低的敌方部队施展全部队计略时，必定会成功,,,,,,,150,130,229
185,黄忠,汉升,刘备,刘备,永安,永安,一般,120,2000,76,91,53,47,58,325,精,熟,精,初,精,熟,1,1023,男,72,弓将,36-弓将,对武力比自己低的敌方部队施展弩兵战法成功时会心一击,,,,,,,150,130,229
186,邓禹,仲华,刘秀,刘秀,宛,宛,一般,120,2000,81,63,89,77,84,394,精,精,精,熟,精,初,0,1361,男,70,伯乐,146-伯乐,所在城市可以登用非己方势力所属城市的在野武将,,,,,,,150,130,229
187,吴汉,子颜,刘秀,刘秀,宛,宛,一般,120,2000,87,84,69,61,35,336,精,熟,精,极,极,初,0,1362,男,72,骑将,37-骑将,对武力比自己低的敌方部队施展骑兵战法成功时会心一击,,,,,,,150,130,229
188,寇恂,子翼,刘秀,刘秀,宛,宛,一般,120,2000,79,59,85,89,81,393,熟,熟,精,精,熟,初,2,1363,男,73,后勤,141-后勤,所属据点的军队耗费军粮由据点供给一半,,,,,,,150,130,229
189,皇甫嵩,义真,刘秀,刘秀,宛,宛,一般,120,2000,79,71,65,64,78,357,精,熟,精,初,极,熟,0,201,男,68,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,165,145,244
190,来歙,君叔,刘秀,刘秀,宛,宛,一般,120,2000,82,60,87,78,77,384,精,极,精,熟,精,熟,0,1376,男,70,亲和,142-亲和,实行亲善所能提升的友好度加倍,,,,,,,150,130,229
191,岑彭,君然,刘秀,刘秀,宛,宛,一般,120,2000,89,77,78,56,77,377,熟,精,极,熟,精,极,0,1364,男,71,昂扬,11-昂扬,打倒敌方部队就可回復气力,,,,,,,150,130,229
192,冯异,公孙,刘秀,刘秀,宛,宛,一般,120,2000,88,75,81,70,80,394,极,精,精,精,精,初,0,1365,男,71,攻心,22-攻心,攻击时可将敌方部队的一部分士兵吸收到自军部队中,,,,,,,150,130,229
193,贾复,君文,刘秀,刘秀,宛,宛,一般,120,2000,80,85,73,73,62,373,精,精,熟,熟,极,熟,0,1366,男,73,陷阵,133-陷阵,能对敌方施展的战法予以强势的反击,,,,,,,150,130,229
194,耿弇,伯昭,刘秀,刘秀,宛,宛,一般,120,2000,93,79,81,67,70,390,精,精,精,极,极,初,0,1367,男,68,破竹,135-破竹,打倒敌方部队後，周围敌方部队也会减少气力,,,,,,,150,130,229
195,祭遵,弟孙,刘秀,刘秀,宛,宛,一般,120,2000,79,77,68,68,70,362,精,熟,熟,精,精,熟,0,1374,男,74,安民,136-安民,攻破敌方城池后可保留全部内政设施,,,,,,,150,130,229
196,马援,文渊,刘秀,刘秀,宛,宛,一般,120,2000,85,80,80,82,87,414,极,熟,精,极,熟,精,0,1377,男,70,繁殖,81-繁殖,增加生产军马之兵装时的产量,,,,,,,195,175,274
197,臧宫,君翁,刘秀,刘秀,宛,宛,一般,120,2000,75,87,62,50,53,327,熟,熟,初,极,熟,精,0,1369,男,67,长驱,3-长驱,增加骑兵部队的移动力,,,,,,,150,130,229
198,常遇春,伯仁,朱元璋,朱元璋,建业,建业,一般,120,2000,96,94,64,54,65,373,极,精,精,极,精,极,0,1394,男,91,勇将,39-勇将,对武力比自己低的敌方部队施展全战法成功时会心一击,,,,,,,150,130,229
199,铫期,次况,刘秀,刘秀,宛,宛,一般,120,2000,69,94,32,51,76,322,精,初,初,精,初,初,1,1370,男,73,猛者,51-猛者,以战法让敌方部队移动区格时，有50％的機率可让敌将负伤,,,,,,,150,130,229
200,马武,子张,刘秀,刘秀,宛,宛,一般,120,2000,72,95,30,44,60,301,熟,精,初,熟,初,初,1,1371,男,73,金刚,28-金刚,在敌方攻击力微弱时被攻击的话，有50％的機率不会受到损伤,,,,,,,150,130,229
201,陈俊,子昭,刘秀,刘秀,宛,宛,一般,120,2000,77,81,64,65,61,348,精,精,极,初,初,熟,2,1372,男,67,弓将,36-弓将,对武力比自己低的敌方部队施展弩兵战法成功时会心一击,,,,,,,150,130,229
202,李膺,元礼,,,宛,宛,未发现,0,0,74,70,74,77,84,379,精,精,熟,熟,熟,初,1,1389,男,73,眼力,85-眼力,若有未发现的在野人士时执行人材探索的话，必定会发现,,,,,,,150,130,229
203,祭肜,次孙,刘秀,刘秀,宛,宛,一般,120,2000,80,88,59,70,79,376,精,熟,精,极,初,初,1,1375,男,74,亲乌,91-亲乌,所属都市的领内不会出现異族「乌丸」的根据地,,,,,,,150,130,229
204,窦融,周公,刘秀,刘秀,宛,宛,一般,120,2000,68,72,74,83,88,385,熟,熟,初,精,熟,初,1,1378,男,69,掎角,18-掎角,施展齐攻时，有50％的機率让对方陷入混乱,,,,,,,195,175,274
205,李文忠,思本,朱元璋,朱元璋,建业,建业,一般,120,2000,89,88,67,61,80,385,极,精,熟,极,精,精,0,1728,男,90,突袭,13-突袭,於陆上攻击时，有50％的機率不会受到损伤,,,,,,,150,130,229
206,窦宪,伯度,刘秀,刘秀,宛,宛,一般,120,2000,76,73,58,48,26,281,精,精,熟,精,熟,初,0,1379,男,69,特技255,,,,,,,,,240,220,319
207,班固,孟坚,刘秀,刘秀,宛,宛,一般,120,2000,57,50,78,76,72,333,初,熟,初,熟,初,初,0,1380,男,72,特技255,,,,,,,,,150,130,229
208,班超,仲升,刘秀,刘秀,宛,宛,一般,120,2000,90,78,91,80,76,415,极,精,极,熟,精,初,0,2007,男,72,特技153,,,,,,,,,150,131,229
209,虞诩,升卿,,,宛,宛,未发现,0,0,83,54,93,81,68,379,精,精,极,熟,精,熟,0,1383,男,71,料敌,132-料敌,敌方部队所施展部队计略成功的几率大幅降低,,,,,,,150,130,229
210,郑玄,康成,,,宛,宛,未发现,0,0,18,46,72,80,76,292,初,初,初,初,初,初,3,1381,男,67,贤哲,138-贤哲,所属势力每月增加一定量的技巧值,,,,,,,150,130,229
211,张衡,平子,,,宛,宛,未发现,0,0,27,39,84,75,71,296,初,初,初,初,熟,初,3,1382,男,66,发明,82-发明,生产兵器之兵装时所需的生产期间减半,,,,,,,150,130,229
212,张奂,然明,刘秀,刘秀,宛,宛,一般,120,2000,82,66,69,71,73,361,精,精,精,精,初,初,0,1384,男,67,亲羌,92-亲羌,所属都市的领内不会出现異族「羌族」的根据地,,,,,,,150,130,229
213,段熲,纪明,刘秀,刘秀,宛,宛,一般,120,2000,84,76,65,69,68,362,精,精,熟,极,初,初,0,1385,男,67,百战,127-百战,部队战法的消费气力变为五分之一,,,,,,,150,130,229
214,皇甫规,威明,刘秀,刘秀,宛,宛,一般,120,2000,81,69,71,67,76,364,精,精,熟,精,熟,初,0,1386,男,68,攻心,22-攻心,攻击时可将敌方部队的一部分士兵吸收到自军部队中,,,,,,,150,130,229
215,朱文正,,朱元璋,朱元璋,建业,建业,一般,120,2000,84,76,57,27,32,276,精,极,精,熟,精,精,1,1729,男,94,坚城,131-坚城,城防和士兵所受伤害减半,,,,,,,165,145,244
216,李固,子坚,,,宛,宛,未发现,0,0,39,41,75,85,88,328,初,初,初,初,初,初,0,1387,男,71,循史,137-循史,增加建设内政设施的速度,,,,,,,150,130,229
217,傅友德,,朱元璋,朱元璋,建业,建业,一般,120,2000,86,90,55,40,44,315,精,熟,熟,极,精,极,0,1730,男,92,连击,12-连击,施展一般攻击时，有50％的機率可连续攻击２次,,,,,,,150,130,229
218,杜乔,叔荣,,,宛,宛,未发现,0,0,44,31,71,78,85,309,初,初,初,初,初,初,3,1388,男,71,规律,72-规律,可防止遭受部队计略「伪报」,,,,,,,150,130,229
219,沐英,文英,朱元璋,朱元璋,建业,建业,一般,120,2000,76,73,72,79,83,383,熟,熟,极,精,精,熟,1,1732,男,90,亲蛮,94-亲蛮,所属都市的领内不会出现異族「南蛮」的根据地,,,,,,,150,130,229
220,蓝玉,,朱元璋,朱元璋,建业,建业,一般,120,2000,92,86,56,20,37,291,精,精,精,极,精,精,0,1731,男,87,疾驰,49-疾驰,对攻击力比自部队低的敌方部队施展骑兵战法成功时，必使其陷入混乱,,,,,,,150,130,229
221,马隆,孝兴,,,寿春,寿春,未发现,0,0,80,79,76,42,55,332,熟,熟,极,熟,极,初,3,1172,男,28,射程,24-射程,使井阑、投石的射程增加１区格,,,,,,,150,130,229
222,周处,子隐,,,寿春,寿春,未发现,0,0,69,85,66,73,62,355,初,熟,初,熟,精,极,0,1173,男,35,水将,38-水将,对武力比自己低的敌方部队施展水军战法成功时会心一击,,,,,,,150,130,229
223,张方,,,,寿春,寿春,未发现,0,0,75,81,49,17,24,246,熟,熟,极,精,精,初,1,1174,男,25,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,150,130,229
224,苟唏,道将,,,寿春,寿春,未发现,0,0,82,72,60,70,37,321,精,极,精,熟,熟,熟,1,1175,男,27,铁壁,29-铁壁,就算被一齐攻击，也会视之为一般攻击,,,,,,,150,130,229
225,赵匡胤,,赵匡胤,赵匡胤,濮阳,濮阳,君主,120,2000,90,88,80,99,110,467,极,极,极,精,精,精,1,1357,男,60,仁政,96-仁政,所属相同的武将之每个月的忠诚不会下降,,,,,,,150,130,229
226,王导,茂弘,司马懿,司马懿,寿春,寿春,一般,120,2000,48,34,82,96,91,351,初,初,初,初,初,初,1,2085,男,32,能吏,80-能吏,增加生产枪、戟、弩之兵装时的产量,,,,,,,150,130,229
227,司马师,子元,司马懿,司马懿,寿春,寿春,一般,120,2000,74,64,80,75,63,356,精,熟,熟,熟,初,精,0,88,男,30,特技255,,,,,,,,,165,145,244
228,司马昭,子尚,司马懿,司马懿,寿春,寿春,一般,120,2000,66,60,78,78,71,353,熟,熟,精,熟,熟,熟,0,89,男,30,特技255,,,,,,,,,165,146,244
229,庾亮,元规,司马懿,司马懿,寿春,寿春,一般,120,2000,53,37,71,77,69,307,初,熟,初,初,初,精,3,1178,男,31,清谈,147-清谈,登用无归属武将失败时进入舌战,,,,,,,150,130,229
230,桓温,元子,,,寿春,寿春,未发现,0,0,91,76,90,68,60,385,极,极,精,熟,精,精,0,1179,男,26,虚实,57-虚实,对智力比自己低的敌方部队施展全部队计略时，必定会成功,,,,,,,150,130,229
231,谢玄,幼度,司马懿,司马懿,寿春,寿春,一般,120,2000,95,57,80,72,85,389,极,极,精,熟,精,神,1,1180,男,33,破竹,135-破竹,打倒敌方部队後，周围敌方部队也会减少气力,,,,,,,165,146,244
232,刘牢之,道坚,,,寿春,寿春,未发现,0,0,78,92,61,13,47,291,极,精,熟,熟,初,精,1,1910,男,33,特技151,,,,,,,,,240,220,319
233,陶侃,士行,司马懿,司马懿,寿春,寿春,一般,120,2000,84,67,74,81,74,380,熟,极,精,初,精,极,1,1182,男,34,造船,83-造船,生产舰船之兵装时所需的生产期间减半,,,,,,,150,130,229
234,刘琨,越石,司马懿,司马懿,寿春,寿春,一般,120,2000,68,73,72,73,86,372,精,精,精,熟,精,熟,2,1867,男,34,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,240,220,319
235,祖逖,士稚,司马懿,司马懿,寿春,寿春,一般,120,2000,86,78,76,75,92,407,精,极,精,熟,精,精,0,1184,男,34,攻心,22-攻心,攻击时可将敌方部队的一部分士兵吸收到自军部队中,,,,,,,150,130,229
236,王敦,处仲,司马懿,司马懿,寿春,寿春,一般,120,2000,65,60,77,73,42,317,熟,精,熟,初,精,精,1,1185,男,32,特技255,,,,,,,,,150,130,229
237,温峤,太真,司马懿,司马懿,寿春,寿春,一般,120,2000,63,53,87,91,95,389,熟,熟,熟,熟,熟,熟,1,2025,男,33,機智,55-機智,对智力比自己低的敌方部队施展部队计略「擾乱」时，必定会成功,,,,,,,150,130,229
238,郗鉴,道徽,司马懿,司马懿,寿春,寿春,一般,120,2000,79,71,76,80,78,384,精,极,精,初,精,精,1,1187,男,29,操舵,5-操舵,增加水上的移动力,,,,,,,150,130,229
239,谢艾,,,,寿春,寿春,未发现,0,0,87,38,88,70,61,344,极,熟,精,精,极,初,1,2001,男,25,沉著,73-沉著,可防止遭受部队计略「擾乱」,,,,,,,150,130,229
240,王羲之,逸少,司马懿,司马懿,寿春,寿春,一般,120,2000,33,25,70,76,73,277,初,初,初,初,初,熟,3,1189,男,32,精妙,20-精妙,击破敌方部队时所获得的技巧点数增为２倍,,,,,,,165,145,244
241,王坦之,文度,司马懿,司马懿,寿春,寿春,一般,120,2000,39,27,69,83,72,290,初,初,初,初,熟,初,3,1190,男,28,法治,140-法治,所在城治安不会下降,,,,,,,150,130,229
242,桓冲,幼子,,,寿春,寿春,未发现,0,0,81,75,66,69,77,368,极,精,熟,初,精,精,1,2044,男,26,掎角,18-掎角,施展齐攻时，有50％的機率让对方陷入混乱,,,,,,,150,131,229
243,刘渊,元海,刘渊,刘渊,晋阳,晋阳,君主,120,2000,78,83,69,72,82,384,精,熟,精,极,精,初,0,2015,男,140,射手,50-射手,可於森林使用弩兵战法,,,,,,,180,160,259
244,刘聪,玄明,刘渊,刘渊,晋阳,晋阳,一般,120,2000,70,89,55,51,47,312,熟,初,精,精,熟,初,0,1193,男,140,怒发,30-怒发,遭受敌方部队的战法攻击时，气力就会回復,,,,,,,195,175,274
245,周瑜,公瑾,孙坚,孙坚,长沙,长沙,一般,120,2000,95,69,93,77,95,429,熟,精,极,初,精,神,0,490,男,125,火神,62-火神,对智力比自己低的敌方部队施展火计时必会成功；於全火攻有所優势,,,,,,,150,130,229
246,顾雍,元叹,,,长沙,长沙,未发现,0,0,43,20,74,82,65,284,初,初,初,初,初,初,1,181,男,123,循史,137-循史,增加建设内政设施的速度,,,,,,,150,130,229
247,刘曜,永明,刘渊,刘渊,晋阳,晋阳,一般,120,2000,79,94,63,59,51,346,熟,熟,极,精,精,初,1,1194,男,141,狙击,128-狙击,施展射击战法时，使敌将负伤機率增加,,,,,,,195,175,274
248,朱棣,,朱元璋,朱元璋,建业,建业,一般,120,2000,95,77,85,89,75,421,极,精,极,极,精,熟,0,1395,男,90,驱逐,23-驱逐,对武力比自己低的敌方部队施展一般攻击时会成为会心一击,,,,,,,165,145,244
249,李庠,玄序,李特,李特,梓潼,梓潼,一般,120,2000,75,85,55,61,77,353,精,精,精,熟,初,初,1,1445,男,85,乱战,15-乱战,於森林中攻击时施展会心一击,,,,,,,150,131,229
250,王弥,,刘渊,刘渊,晋阳,晋阳,一般,120,2000,75,85,79,53,30,322,精,精,精,熟,熟,初,1,1196,男,144,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,150,130,229
251,陈元达,长宏,刘渊,刘渊,晋阳,晋阳,一般,120,2000,29,30,77,74,75,285,初,初,初,初,初,初,1,1197,男,141,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,150,130,229
252,游子远,,刘渊,刘渊,晋阳,晋阳,一般,120,2000,74,59,72,75,72,352,初,精,熟,熟,极,初,1,1198,男,142,安民,136-安民,攻破敌方城池后可保留全部内政设施,,,,,,,150,130,229
253,石勒,世龙,石勒,石勒,平原,平原,君主,120,2000,87,89,58,63,73,370,精,初,精,极,熟,熟,0,2058,男,140,长驱,3-长驱,增加骑兵部队的移动力,,,,,,,150,130,229
254,荀彧,文若,曹操,曹操,许昌,许昌,一般,120,2000,42,24,96,95,93,350,初,熟,初,初,初,初,0,1044,男,26,伯乐,146-伯乐,所在城市可以登用非己方势力所属城市的在野武将,,,,,,,150,130,229
255,石虎,季龙,石勒,石勒,平原,平原,一般,120,2000,77,92,35,20,17,241,精,熟,熟,极,初,初,0,1401,男,143,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,165,145,244
256,张宾,孟孙,石勒,石勒,平原,平原,一般,120,2000,49,33,98,81,60,321,初,熟,初,初,熟,初,0,2026,男,139,百出,64-百出,部队计略的消费气力变为１,,,,,,,150,130,229
257,麻秋,,,,平原,平原,未发现,0,0,69,81,59,46,20,275,熟,初,精,精,熟,初,1,2012,男,138,特技255,,,,,,,,,150,130,229
